f,d,N,pi_s,K,theta,w_p,w_e,v
62,10,10000,1.2,2,0.827916698359794,0.7323180848093894,0.8465363851850592,[0.4691686 0.5308314]
63,10,10000,1.2,2,0.5960814884649986,0.4226230124985073,0.7808598344187215,[0.77900824 0.22099176]
64,10,10000,1.2,7,0.5140463557981997,0.2837221625576114,0.7905131269802474,"[0.00722595 0.3281154  0.01662144 0.20064806 0.22824335 0.0252961
 0.1938497 ]"
65,10,10000,1.2,7,0.12015475935123876,0.3524305483308046,0.9475691552098278,"[0.17014184 0.13997927 0.11456405 0.14518501 0.16480263 0.1081921
 0.15713509]"
66,10,10000,1.2,2,0.5054062190309385,0.36111394532317354,0.9243305801829165,[0.59118466 0.40881534]
67,10,10000,1.2,5,0.6353050646565298,0.7178054167433642,0.9127309072051589,[0.13500574 0.09242042 0.13825364 0.07371559 0.56060461]
68,10,10000,1.2,5,0.9373751093482499,0.42438379059129444,0.8741828252961938,[0.17327737 0.1730983  0.09805702 0.29315755 0.26240976]
69,10,10000,1.2,5,0.2126543693777958,0.11240560003529762,0.8922557472924736,[0.11937344 0.23107931 0.3284573  0.31797521 0.00311474]
70,10,10000,1.2,1,0.4724577612933706,0.8157372966050931,0.8640067316066982,[1.]
71,10,10000,1.4,7,0.9240078575717017,0.7089298991752068,0.8156836941993004,"[0.10005142 0.03834636 0.06969635 0.00113233 0.22843128 0.48308533
 0.07925692]"
72,10,10000,1.4,2,0.4872503212709097,0.5815506130903373,0.8680356897360361,[0.5356655 0.4643345]
73,10,10000,1.4,2,0.318158442690916,0.14338152318049435,0.9159368726669775,[0.43654675 0.56345325]
74,10,10000,1.4,7,0.43780303726113423,0.19980179492946107,0.8868582436166361,"[0.03508502 0.08008655 0.46050135 0.01910712 0.13106976 0.06650191
 0.20764829]"
75,10,10000,1.4,5,0.4038373510552329,0.7367174566999094,0.7577518454340724,[0.23601559 0.05152678 0.18976187 0.46883372 0.05386204]
76,10,10000,1.4,7,0.1272217188048903,0.39468263636352946,0.7556215781376727,"[0.17649787 0.12476135 0.31311864 0.03140444 0.11314618 0.13757852
 0.10349299]"
77,10,10000,1.4,5,0.15684044236015315,0.6079597755088287,0.8529893159892578,[0.43048463 0.31053082 0.03067216 0.00869668 0.2196157 ]
78,10,10000,1.4,2,0.003335786949116848,0.5612270583618466,0.7695308891159236,[0.20601121 0.79398879]
79,10,10000,1.4,1,0.7532906740715011,0.3236512315543883,0.8392700163239747,[1.]
80,10,10000,1.4,5,0.0059434592327263225,0.6435428163002171,0.752144729183648,[0.38498033 0.20280792 0.15740299 0.13951527 0.11529349]
81,10,10000,1.6,1,0.7472164588084131,0.515637206328451,0.8536321066913177,[1.]
82,10,10000,1.6,2,0.9377531044103082,0.6320392574931377,0.8300080340002105,[0.76896206 0.23103794]
83,10,10000,1.6,1,0.5631224443278826,0.6935241065075176,0.7741834503851911,[1.]
84,10,10000,1.6,1,0.8499408902181292,0.7800156919773106,0.7968374208650106,[1.]
85,10,10000,1.6,5,0.9745256681077329,0.8054140697374192,0.8392483386731114,[0.0952491  0.17793835 0.31110974 0.15355625 0.26214656]
86,10,10000,1.6,5,0.6701805168135956,0.5503815685033231,0.8145269362572521,[0.05441544 0.00254708 0.0358632  0.45670573 0.45046855]
87,10,10000,1.6,1,0.15901302521036276,0.5553055650150577,0.931835591035261,[1.]
88,10,10000,1.6,7,0.9689468563746522,0.5896089264869692,0.9193775932113932,"[0.02283646 0.09653794 0.27150295 0.0992703  0.45456647 0.04812851
 0.00715736]"
89,10,10000,1.6,5,0.20876969409227542,0.027053722553726962,0.7784305818000792,[0.21444256 0.0782425  0.10856335 0.02389797 0.57485362]
90,10,10000,1.6,7,0.3780189215973544,0.4862275203210715,0.9200406181115639,"[0.05954273 0.03154932 0.57514916 0.01200395 0.31027426 0.00926228
 0.00221831]"
91,10,10000,1.8,2,0.8334229559693984,0.032622608054590614,0.9315747147403199,[0.31177604 0.68822396]
92,10,10000,1.8,1,0.4219730218005241,0.12183820310280702,0.8913628608816028,[1.]
93,10,10000,1.8,5,0.5138157498383612,0.8048811203092059,0.8311524205563436,[0.25466195 0.1853776  0.05681484 0.22687256 0.27627305]
94,10,10000,1.8,2,0.13172537010586094,0.6006013573546126,0.819228352252847,[0.02987823 0.97012177]
95,10,10000,1.8,5,0.0362000537528373,0.1530215919181392,0.8903531382641374,[0.29364708 0.29449066 0.03408681 0.29883792 0.07893754]
96,10,10000,1.8,5,0.2572949189414683,0.4093462151634723,0.925361090902584,[0.04141886 0.17396347 0.21627819 0.28810187 0.28023761]
97,10,10000,1.8,1,0.08083899374290238,0.8060369959425964,0.7970678773864373,[1.]
98,10,10000,1.8,2,0.8975174428713226,0.552776583117085,0.7593212992185181,[0.72836496 0.27163504]
99,10,10000,1.8,5,0.42627924423314245,0.838107751129209,0.8541068748490479,[0.0238524  0.40438646 0.00348644 0.54735905 0.02091565]
100,10,10000,1.8,2,0.9639789011915889,0.5558595902474872,0.8355021455618954,[0.70433448 0.29566552]
101,10,20000,1.0,7,0.5782617181042236,0.40353619533804647,0.9238317521920364,"[0.05480249 0.1941249  0.02252702 0.04683968 0.33335322 0.00500318
 0.3433495 ]"
102,10,20000,1.0,1,0.9230383098994377,0.8163110851766183,0.9406500685571372,[1.]
103,10,20000,1.0,7,0.9152941187878241,0.948077226780529,0.9096984859206392,"[0.15777597 0.25714024 0.15846255 0.33347863 0.04805755 0.00284962
 0.04223544]"
104,10,20000,1.0,7,0.5425670705410807,0.7576965317372251,0.7955377356677774,"[0.01776052 0.11435698 0.30618354 0.39554793 0.09102734 0.02324363
 0.05188007]"
105,10,20000,1.0,7,0.01677600183075001,0.907370291179768,0.8768082647815013,"[0.07901366 0.07865307 0.18473324 0.20193245 0.15139052 0.28161491
 0.02266214]"
106,10,20000,1.0,1,0.11777069900226322,0.8213962758910586,0.7650168169094308,[1.]
107,10,20000,1.0,5,0.15303906088723762,0.6849330123958338,0.8250654399900965,[0.07150227 0.54117253 0.01811774 0.09837395 0.27083351]
108,10,20000,1.0,5,0.4869880410498961,0.6316018459286767,0.7772360915595332,"[9.09678363e-02 2.25290590e-04 2.21165571e-01 2.22619271e-01
 4.65022031e-01]"
109,10,20000,1.0,5,0.9805332937295256,0.5345884627309258,0.7947107294584732,[0.3667732  0.01867832 0.01033003 0.17463701 0.42958145]
110,10,20000,1.0,1,0.870788255634008,0.8754085645760279,0.8361385522300766,[1.]
111,10,20000,1.2,7,0.9380504152847255,0.3011069810871899,0.8365196813853216,"[0.01427831 0.12936347 0.04928304 0.04778413 0.15722104 0.29114648
 0.31092353]"
112,10,20000,1.2,2,0.3951917878261477,0.42654313615795825,0.8725620953116974,[0.89678122 0.10321878]
113,10,20000,1.2,7,0.9106743366271325,0.5577464418255939,0.8064411045655776,"[0.23615694 0.15396069 0.21557046 0.01501122 0.03131925 0.19303598
 0.15494546]"
114,10,20000,1.2,1,0.3349443659288728,0.49454493840513697,0.8351753524915655,[1.]
115,10,20000,1.2,2,0.9423538554215708,0.20602529697330468,0.7950699322186302,[0.81790649 0.18209351]
116,10,20000,1.2,7,0.02831824033100383,0.48609994393558353,0.8037728635623522,"[0.1755644  0.08990229 0.22463898 0.30398082 0.01670448 0.02787081
 0.16133821]"
117,10,20000,1.2,1,0.07167950994137018,0.2617643278606203,0.7972386980015278,[1.]
118,10,20000,1.2,1,0.16888511629140457,0.4207857101775568,0.8118696361939617,[1.]
119,10,20000,1.2,1,0.5619887319730651,0.43982364934511436,0.8372379790447414,[1.]
120,10,20000,1.2,1,0.6428215851039775,0.0895896252959361,0.8978349262050402,[1.]
121,10,20000,1.4,1,0.31295406046301244,0.6236966801832523,0.8955285463086713,[1.]
122,10,20000,1.4,1,0.4340085008340421,0.6447141507148396,0.7893485809957967,[1.]
123,10,20000,1.4,5,0.6947951730188208,0.6846052866420523,0.8713046461367693,[0.02608694 0.02668284 0.16553184 0.40814563 0.37355276]
124,10,20000,1.4,2,0.05109135153870181,0.5315230537439102,0.8212025675047362,[0.8367402 0.1632598]
125,10,20000,1.4,5,0.4183040054664964,0.43833454677398315,0.9412464187793036,[0.02445497 0.6014674  0.0135618  0.32193563 0.0385802 ]
126,10,20000,1.4,5,0.017139253877925587,0.08208939262916165,0.8940420710180571,[0.36915803 0.14027086 0.25297759 0.11511628 0.12247724]
127,10,20000,1.4,1,0.5915740762499719,0.27102364393846295,0.8596603731081668,[1.]
128,10,20000,1.4,2,0.010392472405543751,0.21625759724101346,0.7894092569448303,[0.91398841 0.08601159]
129,10,20000,1.4,5,0.3587358874014649,0.40701451543623557,0.8034577885276009,[0.265527   0.3860472  0.21225893 0.09451002 0.04165686]
130,10,20000,1.4,2,0.12039978045347499,0.33096607578640735,0.8111057138919748,[0.23071257 0.76928743]
131,10,20000,1.6,5,0.35761436367374533,0.46065796827916883,0.88114335872879,[0.05607483 0.14305373 0.66629293 0.0124022  0.12217631]
132,10,20000,1.6,7,0.6330566310034108,0.9709768598694032,0.9402505540455919,"[0.17752895 0.09761722 0.11485361 0.22378311 0.26514588 0.09058574
 0.03048549]"
133,10,20000,1.6,7,0.4373946272442213,0.2446208100107511,0.8836031647637377,"[0.05379705 0.00482228 0.05209335 0.18012376 0.58859025 0.08717854
 0.03339478]"
134,10,20000,1.6,1,0.18115124488490564,0.8909491988227789,0.9355315878732502,[1.]
135,10,20000,1.6,5,0.7641677516546106,0.2934621770700291,0.9084336573238638,[0.02492843 0.2334427  0.03702997 0.33402584 0.37057306]
136,10,20000,1.6,7,0.3892635069940241,0.6287811244959989,0.8098287337910328,"[0.18568352 0.1097487  0.25871388 0.20427294 0.05168019 0.08852683
 0.10137395]"
137,10,20000,1.6,2,0.7669521430275771,0.6560346650531266,0.8420300497337004,[0.45442052 0.54557948]
138,10,20000,1.6,5,0.9962885796276704,0.7275790556699399,0.9445287842363161,[0.39402645 0.0854551  0.15145564 0.18147046 0.18759236]
139,10,20000,1.6,2,0.10866413751689863,0.6208432172255384,0.8698487216813724,[0.17919155 0.82080845]
140,10,20000,1.6,2,0.3433940919888734,0.37197689805917056,0.8287165418807112,[0.27951713 0.72048287]
141,10,20000,1.8,7,0.5237189747477285,0.33565763218584804,0.823460927512038,"[0.3141065  0.22233161 0.08367116 0.17695827 0.0542459  0.0537271
 0.09495946]"
142,10,20000,1.8,7,0.6107196914558919,0.9670096790758753,0.9040903137744225,"[0.17667709 0.05179909 0.13763117 0.00408931 0.28362313 0.24358564
 0.10259457]"
143,10,20000,1.8,7,0.5925204355123379,0.02747787403277039,0.8738834493471765,"[0.05690239 0.27125401 0.07278536 0.17990813 0.25151201 0.00527124
 0.16236687]"
144,10,20000,1.8,1,0.1725552652726393,0.6485984714779709,0.8027510417032979,[1.]
145,10,20000,1.8,7,0.904020368321466,0.6224659919094352,0.8979826769694927,"[0.21828802 0.31513431 0.18938414 0.10995228 0.07971368 0.07090253
 0.01662504]"
146,10,20000,1.8,5,0.3374907493718775,0.5716402272943011,0.8789139420435323,[0.25280548 0.16940969 0.28545847 0.07145811 0.22086825]
147,10,20000,1.8,2,0.7934124888225358,0.9537305611076454,0.8571788412476533,[0.11661946 0.88338054]
148,10,20000,1.8,5,0.1197065888430755,0.7767358933274764,0.8965816313551196,[0.2997584  0.14629324 0.23155711 0.06118799 0.26120326]
149,10,20000,1.8,1,0.2262626899977721,0.26623750395909423,0.8022718265459677,[1.]
150,10,20000,1.8,2,0.9241612745564363,0.6197393515513208,0.8760865112964492,[0.89581682 0.10418318]
151,11,10000,1.0,1,0.05794088027088895,0.5334705016952461,0.9465259367920021,[1.]
152,11,10000,1.0,5,0.23004655428562482,0.5658242869588185,0.7647796351392054,[0.35150172 0.24694829 0.32862437 0.00156825 0.07135737]
153,11,10000,1.0,2,0.7148054815342613,0.7954576166177465,0.8012095679224218,[0.27375407 0.72624593]
154,11,10000,1.0,8,0.8381561893753754,0.5722705708407274,0.8936585075654905,"[0.44357177 0.09357547 0.00250862 0.23658858 0.14823911 0.00990093
 0.03608624 0.02952927]"
155,11,10000,1.0,2,0.01665790371550313,0.39407930040402916,0.8437734819996622,[0.3129804 0.6870196]
156,11,10000,1.0,5,0.8233900722118132,0.32535684499085454,0.8338977036823715,[0.12463728 0.16127736 0.25707078 0.09963743 0.35737715]
157,11,10000,1.0,2,0.8817844378929431,0.3600688684609355,0.8755967198282779,[0.94244965 0.05755035]
158,11,10000,1.0,5,0.7964151981600508,0.5290568306297267,0.8372715880035119,[0.09416852 0.42842141 0.06019256 0.25077557 0.16644194]
159,11,10000,1.0,8,0.9007747117245245,0.8271964447027562,0.8357208641279857,"[0.19000004 0.11848983 0.27336004 0.042072   0.05611539 0.02270423
 0.08430158 0.2129569 ]"
160,11,10000,1.0,1,0.8936491682610027,0.8997781103893814,0.832204290437017,[1.]
161,11,10000,1.2,1,0.4351577286033217,0.04991450371218577,0.7774043300318582,[1.]
162,11,10000,1.2,8,0.6145968757408719,0.9345232335640252,0.9463085064445961,"[0.01935404 0.46817072 0.04620802 0.0922394  0.15099391 0.01204737
 0.02083491 0.19015163]"
163,11,10000,1.2,8,0.21037750788115428,0.9133556320680566,0.8231941150708341,"[0.03658359 0.06957572 0.16487746 0.15134731 0.26920749 0.19917195
 0.0259122  0.08332428]"
164,11,10000,1.2,8,0.06397444216318182,0.14732676603302056,0.8980778321463821,"[0.17538401 0.04676062 0.08049427 0.19392912 0.13330026 0.01159946
 0.09761639 0.26091588]"
165,11,10000,1.2,5,0.6761676561484149,0.09424788733087842,0.8919310664379434,[0.28155059 0.44168486 0.01391071 0.08819777 0.17465606]
166,11,10000,1.2,2,0.8872848498880691,0.49329642150374114,0.8967425901591413,[0.02599414 0.97400586]
167,11,10000,1.2,1,0.9059654466721625,0.2349219213755651,0.8825717754136782,[1.]
168,11,10000,1.2,8,0.35025571292953006,0.34435979544778716,0.9397890207006085,"[0.17619038 0.10708765 0.21180556 0.03438708 0.05296571 0.11017517
 0.25351324 0.05387521]"
169,11,10000,1.2,2,0.03576175638809376,0.15993824704048482,0.8391537941350045,[0.09920102 0.90079898]
170,11,10000,1.2,8,0.08438669011345634,0.6856666090955159,0.7612077779988344,"[0.10921484 0.11860134 0.45931428 0.09939031 0.05591923 0.08280665
 0.05475344 0.01999992]"
171,11,10000,1.4,8,0.648854200801288,0.7305713525188076,0.9001108169470055,"[8.27680045e-02 7.64697453e-02 3.40285976e-04 3.58095879e-01
 1.34702777e-01 1.26819215e-01 8.30998279e-02 1.37704266e-01]"
172,11,10000,1.4,8,0.20512840186641135,0.5470848975504015,0.8507866427618425,"[0.15466359 0.21900241 0.24700716 0.10613817 0.0795925  0.00350918
 0.03184689 0.1582401 ]"
173,11,10000,1.4,2,0.16453952310760311,0.6637510578434628,0.7677661571013978,[0.82623348 0.17376652]
174,11,10000,1.4,1,0.7604394903384407,0.9392637081486286,0.8118349437193577,[1.]
175,11,10000,1.4,5,0.6380062077808112,0.571805023714177,0.8166811799071568,[0.01832669 0.21224272 0.20504538 0.14054596 0.42383925]
176,11,10000,1.4,8,0.46827572137947604,0.7047790972743241,0.7576860026346983,"[0.42083166 0.20330804 0.03867546 0.01299434 0.0925851  0.08985936
 0.10941739 0.03232866]"
177,11,10000,1.4,1,0.979728688738922,0.46207702173248594,0.9090664534754355,[1.]
178,11,10000,1.4,2,0.9077004183908716,0.2181895028862074,0.8276509548346664,[0.56978602 0.43021398]
179,11,10000,1.4,2,0.3520730921110399,0.673277565456384,0.7559853358112699,[0.19418477 0.80581523]
180,11,10000,1.4,8,0.9758534326322397,0.6506191901666214,0.9425247857655628,"[0.02527368 0.04858419 0.49138132 0.26274431 0.03827465 0.00737887
 0.02319375 0.10316923]"
181,11,10000,1.6,5,0.47330545836619076,0.7951880993875713,0.8012285298607266,[0.17613324 0.05438103 0.52479829 0.02236555 0.22232189]
182,11,10000,1.6,5,0.9483898327809067,0.10680178889064541,0.8136571878298633,[0.37946889 0.27583167 0.18168198 0.01771149 0.14530597]
183,11,10000,1.6,2,0.3953297608790102,0.061271287180338904,0.9470730543097665,[0.24066181 0.75933819]
184,11,10000,1.6,8,0.29872281633201037,0.8560511963148129,0.8385891344077999,"[0.27585611 0.16102653 0.0054731  0.31383842 0.02092939 0.03129018
 0.01343524 0.17815102]"
185,11,10000,1.6,5,0.3785872112879577,0.7976015156045853,0.7689069045833052,[0.02950139 0.56662671 0.03055006 0.28233462 0.09098722]
186,11,10000,1.6,5,0.5503940971983504,0.07962827395016762,0.9030815462982462,[0.16378307 0.16936176 0.18502568 0.11464749 0.367182  ]
187,11,10000,1.6,1,0.3425626182726793,0.3347525964718664,0.8147920805031316,[1.]
188,11,10000,1.6,2,0.06961684829746007,0.7730711194659475,0.7656336143962339,[0.65130476 0.34869524]
189,11,10000,1.6,8,0.8643725151637895,0.09394496463111536,0.8881049395798672,"[0.03056709 0.00979706 0.32360744 0.1730466  0.04227026 0.30319915
 0.04779694 0.06971544]"
190,11,10000,1.6,1,0.7889301896546962,0.06353868929393396,0.7767483957054674,[1.]
191,11,10000,1.8,2,0.3280536507144328,0.7723571734990001,0.9183640084782092,[0.68934394 0.31065606]
192,11,10000,1.8,5,0.8873635455509407,0.945156439549389,0.7682066217895666,[0.09051217 0.12187128 0.42370869 0.18510232 0.17880554]
193,11,10000,1.8,2,0.4182372066507143,0.38565355792033856,0.8391280918068048,[0.18745335 0.81254665]
194,11,10000,1.8,1,0.4518418029534613,0.5432922207244884,0.7655409471802427,[1.]
195,11,10000,1.8,1,0.6190162538047338,0.613373877617029,0.9351544986684164,[1.]
196,11,10000,1.8,1,0.5790683085805678,0.7214409135722387,0.8471437768492766,[1.]
197,11,10000,1.8,1,0.36219210437372185,0.8328724290694477,0.8005750543950024,[1.]
198,11,10000,1.8,5,0.060946423950304474,0.2954240244143742,0.8006528543306062,[0.13174455 0.31694309 0.081797   0.05169591 0.41781945]
199,11,10000,1.8,1,0.6281599084454059,0.25328291439814166,0.8074062726253565,[1.]
200,11,10000,1.8,1,0.08038145286516918,0.242619232822262,0.8100326760141727,[1.]
201,11,20000,1.0,5,0.6511017037852049,0.16419911339810148,0.9021366651623131,[0.15845563 0.15091578 0.14423069 0.39900278 0.14739512]
202,11,20000,1.0,5,0.5582819062361112,0.41319929305704517,0.7539921075323629,[0.18690223 0.12437015 0.04930445 0.13452355 0.50489962]
203,11,20000,1.0,8,0.425925172477597,0.05837383526134405,0.9107430130645165,"[0.01950614 0.11962688 0.05517906 0.06345614 0.16254513 0.16554298
 0.06960615 0.34453751]"
204,11,20000,1.0,1,0.9173578262832376,0.19125280022565447,0.9237865909186965,[1.]
205,11,20000,1.0,2,0.6992678719537481,0.8312307275139468,0.7671223592831505,[0.03805261 0.96194739]
206,11,20000,1.0,8,0.13639094868385393,0.7870269928750478,0.9393341901837942,"[9.90298864e-02 5.43694888e-01 9.48300526e-02 1.01164600e-01
 2.49965132e-02 4.67237222e-05 7.85276112e-02 5.77097246e-02]"
207,11,20000,1.0,1,0.3282625876717703,0.24747258339566225,0.8301383947170695,[1.]
208,11,20000,1.0,8,0.0706637131218959,0.11506633318036867,0.781602945014807,"[0.09488283 0.49194913 0.11094595 0.0050437  0.07944082 0.0731765
 0.13360062 0.01096045]"
209,11,20000,1.0,1,0.5445846168398315,0.25886231509494084,0.8335012994002181,[1.]
210,11,20000,1.0,1,0.6965876181149452,0.9292516755805562,0.9257442009265009,[1.]
211,11,20000,1.2,1,0.21874489976641853,0.8617405421918601,0.854559394654092,[1.]
212,11,20000,1.2,2,0.7958980526676103,0.7384469910953738,0.927570287153836,[0.24122953 0.75877047]
213,11,20000,1.2,2,0.871185694222514,0.3443750549970217,0.799560726745373,[0.79878494 0.20121506]
214,11,20000,1.2,1,0.7145530191957868,0.7665292996970847,0.8133575941513153,[1.]
215,11,20000,1.2,5,0.18368590192284073,0.690005722987027,0.9392668453175479,"[1.34706428e-01 5.75014777e-01 1.07045329e-01 1.83021372e-01
 2.12094313e-04]"
216,11,20000,1.2,1,0.3746081228728354,0.2170855200567208,0.8715948110495786,[1.]
