f,s,d,N,pi_s,K,theta,w_p,w_e,v
4,6,9,10000,1.0,2,0.2413460612686031,0.6729720667460496,0.8542929884720799,[0.678425 0.321575]
4,7,9,10000,1.0,2,0.2413460612686031,0.6729720667460496,0.8542929884720799,[0.678425 0.321575]
4,8,9,10000,1.0,2,0.2413460612686031,0.6729720667460496,0.8542929884720799,[0.678425 0.321575]
4,9,9,10000,1.0,2,0.2413460612686031,0.6729720667460496,0.8542929884720799,[0.678425 0.321575]
4,10,9,10000,1.0,2,0.2413460612686031,0.6729720667460496,0.8542929884720799,[0.678425 0.321575]
5,1,9,10000,1.0,1,0.0880097018525379,0.710591294751352,0.9160459020513052,[1.]
5,2,9,10000,1.0,1,0.0880097018525379,0.710591294751352,0.9160459020513052,[1.]
5,3,9,10000,1.0,1,0.0880097018525379,0.710591294751352,0.9160459020513052,[1.]
5,4,9,10000,1.0,1,0.0880097018525379,0.710591294751352,0.9160459020513052,[1.]
5,5,9,10000,1.0,1,0.0880097018525379,0.710591294751352,0.9160459020513052,[1.]
5,6,9,10000,1.0,1,0.0880097018525379,0.710591294751352,0.9160459020513052,[1.]
5,7,9,10000,1.0,1,0.0880097018525379,0.710591294751352,0.9160459020513052,[1.]
5,8,9,10000,1.0,1,0.0880097018525379,0.710591294751352,0.9160459020513052,[1.]
5,9,9,10000,1.0,1,0.0880097018525379,0.710591294751352,0.9160459020513052,[1.]
5,10,9,10000,1.0,1,0.0880097018525379,0.710591294751352,0.9160459020513052,[1.]
6,1,9,10000,1.0,4,0.6664376303055978,0.4371009349904013,0.8304298212889908,[0.34438323 0.24749246 0.30949197 0.09863234]
6,2,9,10000,1.0,4,0.6664376303055978,0.4371009349904013,0.8304298212889908,[0.34438323 0.24749246 0.30949197 0.09863234]
6,3,9,10000,1.0,4,0.6664376303055978,0.4371009349904013,0.8304298212889908,[0.34438323 0.24749246 0.30949197 0.09863234]
6,4,9,10000,1.0,4,0.6664376303055978,0.4371009349904013,0.8304298212889908,[0.34438323 0.24749246 0.30949197 0.09863234]
6,5,9,10000,1.0,4,0.6664376303055978,0.4371009349904013,0.8304298212889908,[0.34438323 0.24749246 0.30949197 0.09863234]
6,6,9,10000,1.0,4,0.6664376303055978,0.4371009349904013,0.8304298212889908,[0.34438323 0.24749246 0.30949197 0.09863234]
6,7,9,10000,1.0,4,0.6664376303055978,0.4371009349904013,0.8304298212889908,[0.34438323 0.24749246 0.30949197 0.09863234]
6,8,9,10000,1.0,4,0.6664376303055978,0.4371009349904013,0.8304298212889908,[0.34438323 0.24749246 0.30949197 0.09863234]
6,9,9,10000,1.0,4,0.6664376303055978,0.4371009349904013,0.8304298212889908,[0.34438323 0.24749246 0.30949197 0.09863234]
6,10,9,10000,1.0,4,0.6664376303055978,0.4371009349904013,0.8304298212889908,[0.34438323 0.24749246 0.30949197 0.09863234]
7,1,9,10000,1.0,1,0.6176337392103495,0.1796443463576281,0.8492522448172157,[1.]
7,2,9,10000,1.0,1,0.6176337392103495,0.1796443463576281,0.8492522448172157,[1.]
7,3,9,10000,1.0,1,0.6176337392103495,0.1796443463576281,0.8492522448172157,[1.]
7,4,9,10000,1.0,1,0.6176337392103495,0.1796443463576281,0.8492522448172157,[1.]
7,5,9,10000,1.0,1,0.6176337392103495,0.1796443463576281,0.8492522448172157,[1.]
7,6,9,10000,1.0,1,0.6176337392103495,0.1796443463576281,0.8492522448172157,[1.]
7,7,9,10000,1.0,1,0.6176337392103495,0.1796443463576281,0.8492522448172157,[1.]
7,8,9,10000,1.0,1,0.6176337392103495,0.1796443463576281,0.8492522448172157,[1.]
7,9,9,10000,1.0,1,0.6176337392103495,0.1796443463576281,0.8492522448172157,[1.]
7,10,9,10000,1.0,1,0.6176337392103495,0.1796443463576281,0.8492522448172157,[1.]
8,1,9,10000,1.0,4,0.3056949415460136,0.2663829279046947,0.7743766437453394,[0.45152901 0.04469681 0.38923057 0.11454361]
8,2,9,10000,1.0,4,0.3056949415460136,0.2663829279046947,0.7743766437453394,[0.45152901 0.04469681 0.38923057 0.11454361]
8,3,9,10000,1.0,4,0.3056949415460136,0.2663829279046947,0.7743766437453394,[0.45152901 0.04469681 0.38923057 0.11454361]
8,4,9,10000,1.0,4,0.3056949415460136,0.2663829279046947,0.7743766437453394,[0.45152901 0.04469681 0.38923057 0.11454361]
8,5,9,10000,1.0,4,0.3056949415460136,0.2663829279046947,0.7743766437453394,[0.45152901 0.04469681 0.38923057 0.11454361]
8,6,9,10000,1.0,4,0.3056949415460136,0.2663829279046947,0.7743766437453394,[0.45152901 0.04469681 0.38923057 0.11454361]
8,7,9,10000,1.0,4,0.3056949415460136,0.2663829279046947,0.7743766437453394,[0.45152901 0.04469681 0.38923057 0.11454361]
8,8,9,10000,1.0,4,0.3056949415460136,0.2663829279046947,0.7743766437453394,[0.45152901 0.04469681 0.38923057 0.11454361]
8,9,9,10000,1.0,4,0.3056949415460136,0.2663829279046947,0.7743766437453394,[0.45152901 0.04469681 0.38923057 0.11454361]
8,10,9,10000,1.0,4,0.3056949415460136,0.2663829279046947,0.7743766437453394,[0.45152901 0.04469681 0.38923057 0.11454361]
9,1,9,10000,1.0,4,0.5462215105866872,0.6567485298722363,0.7960241820490809,[0.43606551 0.05849549 0.23698491 0.26845408]
9,2,9,10000,1.0,4,0.5462215105866872,0.6567485298722363,0.7960241820490809,[0.43606551 0.05849549 0.23698491 0.26845408]
9,3,9,10000,1.0,4,0.5462215105866872,0.6567485298722363,0.7960241820490809,[0.43606551 0.05849549 0.23698491 0.26845408]
9,4,9,10000,1.0,4,0.5462215105866872,0.6567485298722363,0.7960241820490809,[0.43606551 0.05849549 0.23698491 0.26845408]
9,5,9,10000,1.0,4,0.5462215105866872,0.6567485298722363,0.7960241820490809,[0.43606551 0.05849549 0.23698491 0.26845408]
9,6,9,10000,1.0,4,0.5462215105866872,0.6567485298722363,0.7960241820490809,[0.43606551 0.05849549 0.23698491 0.26845408]
9,7,9,10000,1.0,4,0.5462215105866872,0.6567485298722363,0.7960241820490809,[0.43606551 0.05849549 0.23698491 0.26845408]
9,8,9,10000,1.0,4,0.5462215105866872,0.6567485298722363,0.7960241820490809,[0.43606551 0.05849549 0.23698491 0.26845408]
9,9,9,10000,1.0,4,0.5462215105866872,0.6567485298722363,0.7960241820490809,[0.43606551 0.05849549 0.23698491 0.26845408]
9,10,9,10000,1.0,4,0.5462215105866872,0.6567485298722363,0.7960241820490809,[0.43606551 0.05849549 0.23698491 0.26845408]
10,1,9,10000,1.0,4,0.7400010308520214,0.9469675535592196,0.9012890486642634,[0.30291367 0.02903382 0.5920924  0.0759601 ]
10,2,9,10000,1.0,4,0.7400010308520214,0.9469675535592196,0.9012890486642634,[0.30291367 0.02903382 0.5920924  0.0759601 ]
10,3,9,10000,1.0,4,0.7400010308520214,0.9469675535592196,0.9012890486642634,[0.30291367 0.02903382 0.5920924  0.0759601 ]
10,4,9,10000,1.0,4,0.7400010308520214,0.9469675535592196,0.9012890486642634,[0.30291367 0.02903382 0.5920924  0.0759601 ]
10,5,9,10000,1.0,4,0.7400010308520214,0.9469675535592196,0.9012890486642634,[0.30291367 0.02903382 0.5920924  0.0759601 ]
10,6,9,10000,1.0,4,0.7400010308520214,0.9469675535592196,0.9012890486642634,[0.30291367 0.02903382 0.5920924  0.0759601 ]
10,7,9,10000,1.0,4,0.7400010308520214,0.9469675535592196,0.9012890486642634,[0.30291367 0.02903382 0.5920924  0.0759601 ]
10,8,9,10000,1.0,4,0.7400010308520214,0.9469675535592196,0.9012890486642634,[0.30291367 0.02903382 0.5920924  0.0759601 ]
10,9,9,10000,1.0,4,0.7400010308520214,0.9469675535592196,0.9012890486642634,[0.30291367 0.02903382 0.5920924  0.0759601 ]
10,10,9,10000,1.0,4,0.7400010308520214,0.9469675535592196,0.9012890486642634,[0.30291367 0.02903382 0.5920924  0.0759601 ]
11,1,9,10000,1.2,2,0.3686792110868664,0.8126508615593767,0.8144126557085956,[0.30780254 0.69219746]
11,2,9,10000,1.2,2,0.3686792110868664,0.8126508615593767,0.8144126557085956,[0.30780254 0.69219746]
11,3,9,10000,1.2,2,0.3686792110868664,0.8126508615593767,0.8144126557085956,[0.30780254 0.69219746]
11,4,9,10000,1.2,2,0.3686792110868664,0.8126508615593767,0.8144126557085956,[0.30780254 0.69219746]
11,5,9,10000,1.2,2,0.3686792110868664,0.8126508615593767,0.8144126557085956,[0.30780254 0.69219746]
11,6,9,10000,1.2,2,0.3686792110868664,0.8126508615593767,0.8144126557085956,[0.30780254 0.69219746]
11,7,9,10000,1.2,2,0.3686792110868664,0.8126508615593767,0.8144126557085956,[0.30780254 0.69219746]
11,8,9,10000,1.2,2,0.3686792110868664,0.8126508615593767,0.8144126557085956,[0.30780254 0.69219746]
11,9,9,10000,1.2,2,0.3686792110868664,0.8126508615593767,0.8144126557085956,[0.30780254 0.69219746]
11,10,9,10000,1.2,2,0.3686792110868664,0.8126508615593767,0.8144126557085956,[0.30780254 0.69219746]
12,1,9,10000,1.2,1,0.6002616857382284,0.8028669854593173,0.9320797601642532,[1.]
12,2,9,10000,1.2,1,0.6002616857382284,0.8028669854593173,0.9320797601642532,[1.]
12,3,9,10000,1.2,1,0.6002616857382284,0.8028669854593173,0.9320797601642532,[1.]
12,4,9,10000,1.2,1,0.6002616857382284,0.8028669854593173,0.9320797601642532,[1.]
12,5,9,10000,1.2,1,0.6002616857382284,0.8028669854593173,0.9320797601642532,[1.]
12,6,9,10000,1.2,1,0.6002616857382284,0.8028669854593173,0.9320797601642532,[1.]
12,7,9,10000,1.2,1,0.6002616857382284,0.8028669854593173,0.9320797601642532,[1.]
12,8,9,10000,1.2,1,0.6002616857382284,0.8028669854593173,0.9320797601642532,[1.]
12,9,9,10000,1.2,1,0.6002616857382284,0.8028669854593173,0.9320797601642532,[1.]
12,10,9,10000,1.2,1,0.6002616857382284,0.8028669854593173,0.9320797601642532,[1.]
13,1,9,10000,1.2,1,0.9787634492125116,0.360865029747281,0.8430228278631503,[1.]
13,2,9,10000,1.2,1,0.9787634492125116,0.360865029747281,0.8430228278631503,[1.]
13,3,9,10000,1.2,1,0.9787634492125116,0.360865029747281,0.8430228278631503,[1.]
13,4,9,10000,1.2,1,0.9787634492125116,0.360865029747281,0.8430228278631503,[1.]
13,5,9,10000,1.2,1,0.9787634492125116,0.360865029747281,0.8430228278631503,[1.]
13,6,9,10000,1.2,1,0.9787634492125116,0.360865029747281,0.8430228278631503,[1.]
13,7,9,10000,1.2,1,0.9787634492125116,0.360865029747281,0.8430228278631503,[1.]
13,8,9,10000,1.2,1,0.9787634492125116,0.360865029747281,0.8430228278631503,[1.]
13,9,9,10000,1.2,1,0.9787634492125116,0.360865029747281,0.8430228278631503,[1.]
13,10,9,10000,1.2,1,0.9787634492125116,0.360865029747281,0.8430228278631503,[1.]
14,1,9,10000,1.2,2,0.147183082538223,0.9585792908311664,0.8838958129214696,[0.8716345 0.1283655]
14,2,9,10000,1.2,2,0.147183082538223,0.9585792908311664,0.8838958129214696,[0.8716345 0.1283655]
14,3,9,10000,1.2,2,0.147183082538223,0.9585792908311664,0.8838958129214696,[0.8716345 0.1283655]
14,4,9,10000,1.2,2,0.147183082538223,0.9585792908311664,0.8838958129214696,[0.8716345 0.1283655]
14,5,9,10000,1.2,2,0.147183082538223,0.9585792908311664,0.8838958129214696,[0.8716345 0.1283655]
14,6,9,10000,1.2,2,0.147183082538223,0.9585792908311664,0.8838958129214696,[0.8716345 0.1283655]
14,7,9,10000,1.2,2,0.147183082538223,0.9585792908311664,0.8838958129214696,[0.8716345 0.1283655]
14,8,9,10000,1.2,2,0.147183082538223,0.9585792908311664,0.8838958129214696,[0.8716345 0.1283655]
14,9,9,10000,1.2,2,0.147183082538223,0.9585792908311664,0.8838958129214696,[0.8716345 0.1283655]
14,10,9,10000,1.2,2,0.147183082538223,0.9585792908311664,0.8838958129214696,[0.8716345 0.1283655]
15,1,9,10000,1.2,4,0.7143700281286642,0.2611288765825963,0.7757959176597038,[0.46277751 0.16261392 0.3000073  0.07460128]
15,2,9,10000,1.2,4,0.7143700281286642,0.2611288765825963,0.7757959176597038,[0.46277751 0.16261392 0.3000073  0.07460128]
15,3,9,10000,1.2,4,0.7143700281286642,0.2611288765825963,0.7757959176597038,[0.46277751 0.16261392 0.3000073  0.07460128]
15,4,9,10000,1.2,4,0.7143700281286642,0.2611288765825963,0.7757959176597038,[0.46277751 0.16261392 0.3000073  0.07460128]
15,5,9,10000,1.2,4,0.7143700281286642,0.2611288765825963,0.7757959176597038,[0.46277751 0.16261392 0.3000073  0.07460128]
15,6,9,10000,1.2,4,0.7143700281286642,0.2611288765825963,0.7757959176597038,[0.46277751 0.16261392 0.3000073  0.07460128]
15,7,9,10000,1.2,4,0.7143700281286642,0.2611288765825963,0.7757959176597038,[0.46277751 0.16261392 0.3000073  0.07460128]
15,8,9,10000,1.2,4,0.7143700281286642,0.2611288765825963,0.7757959176597038,[0.46277751 0.16261392 0.3000073  0.07460128]
15,9,9,10000,1.2,4,0.7143700281286642,0.2611288765825963,0.7757959176597038,[0.46277751 0.16261392 0.3000073  0.07460128]
15,10,9,10000,1.2,4,0.7143700281286642,0.2611288765825963,0.7757959176597038,[0.46277751 0.16261392 0.3000073  0.07460128]
16,1,9,10000,1.2,4,0.3265054802584779,0.0314591494065515,0.7651468723869014,[0.31344443 0.41968526 0.00462653 0.26224377]
16,2,9,10000,1.2,4,0.3265054802584779,0.0314591494065515,0.7651468723869014,[0.31344443 0.41968526 0.00462653 0.26224377]
16,3,9,10000,1.2,4,0.3265054802584779,0.0314591494065515,0.7651468723869014,[0.31344443 0.41968526 0.00462653 0.26224377]
16,4,9,10000,1.2,4,0.3265054802584779,0.0314591494065515,0.7651468723869014,[0.31344443 0.41968526 0.00462653 0.26224377]
16,5,9,10000,1.2,4,0.3265054802584779,0.0314591494065515,0.7651468723869014,[0.31344443 0.41968526 0.00462653 0.26224377]
16,6,9,10000,1.2,4,0.3265054802584779,0.0314591494065515,0.7651468723869014,[0.31344443 0.41968526 0.00462653 0.26224377]
16,7,9,10000,1.2,4,0.3265054802584779,0.0314591494065515,0.7651468723869014,[0.31344443 0.41968526 0.00462653 0.26224377]
16,8,9,10000,1.2,4,0.3265054802584779,0.0314591494065515,0.7651468723869014,[0.31344443 0.41968526 0.00462653 0.26224377]
16,9,9,10000,1.2,4,0.3265054802584779,0.0314591494065515,0.7651468723869014,[0.31344443 0.41968526 0.00462653 0.26224377]
16,10,9,10000,1.2,4,0.3265054802584779,0.0314591494065515,0.7651468723869014,[0.31344443 0.41968526 0.00462653 0.26224377]
17,1,9,10000,1.2,2,0.2758399036213476,0.1734768335118882,0.8770510789057296,[0.25271377 0.74728623]
17,2,9,10000,1.2,2,0.2758399036213476,0.1734768335118882,0.8770510789057296,[0.25271377 0.74728623]
17,3,9,10000,1.2,2,0.2758399036213476,0.1734768335118882,0.8770510789057296,[0.25271377 0.74728623]
17,4,9,10000,1.2,2,0.2758399036213476,0.1734768335118882,0.8770510789057296,[0.25271377 0.74728623]
17,5,9,10000,1.2,2,0.2758399036213476,0.1734768335118882,0.8770510789057296,[0.25271377 0.74728623]
17,6,9,10000,1.2,2,0.2758399036213476,0.1734768335118882,0.8770510789057296,[0.25271377 0.74728623]
17,7,9,10000,1.2,2,0.2758399036213476,0.1734768335118882,0.8770510789057296,[0.25271377 0.74728623]
17,8,9,10000,1.2,2,0.2758399036213476,0.1734768335118882,0.8770510789057296,[0.25271377 0.74728623]
17,9,9,10000,1.2,2,0.2758399036213476,0.1734768335118882,0.8770510789057296,[0.25271377 0.74728623]
17,10,9,10000,1.2,2,0.2758399036213476,0.1734768335118882,0.8770510789057296,[0.25271377 0.74728623]
18,1,9,10000,1.2,6,0.0303482270252676,0.6172463721574221,0.8761469976561587,[0.07737915 0.26512004 0.11490262 0.11297752 0.09691749 0.33270318]
18,2,9,10000,1.2,6,0.0303482270252676,0.6172463721574221,0.8761469976561587,[0.07737915 0.26512004 0.11490262 0.11297752 0.09691749 0.33270318]
18,3,9,10000,1.2,6,0.0303482270252676,0.6172463721574221,0.8761469976561587,[0.07737915 0.26512004 0.11490262 0.11297752 0.09691749 0.33270318]
18,4,9,10000,1.2,6,0.0303482270252676,0.6172463721574221,0.8761469976561587,[0.07737915 0.26512004 0.11490262 0.11297752 0.09691749 0.33270318]
18,5,9,10000,1.2,6,0.0303482270252676,0.6172463721574221,0.8761469976561587,[0.07737915 0.26512004 0.11490262 0.11297752 0.09691749 0.33270318]
18,6,9,10000,1.2,6,0.0303482270252676,0.6172463721574221,0.8761469976561587,[0.07737915 0.26512004 0.11490262 0.11297752 0.09691749 0.33270318]
18,7,9,10000,1.2,6,0.0303482270252676,0.6172463721574221,0.8761469976561587,[0.07737915 0.26512004 0.11490262 0.11297752 0.09691749 0.33270318]
18,8,9,10000,1.2,6,0.0303482270252676,0.6172463721574221,0.8761469976561587,[0.07737915 0.26512004 0.11490262 0.11297752 0.09691749 0.33270318]
18,9,9,10000,1.2,6,0.0303482270252676,0.6172463721574221,0.8761469976561587,[0.07737915 0.26512004 0.11490262 0.11297752 0.09691749 0.33270318]
18,10,9,10000,1.2,6,0.0303482270252676,0.6172463721574221,0.8761469976561587,[0.07737915 0.26512004 0.11490262 0.11297752 0.09691749 0.33270318]
19,1,9,10000,1.2,1,0.4143608680730563,0.8573753367790369,0.882844264146526,[1.]
19,2,9,10000,1.2,1,0.4143608680730563,0.8573753367790369,0.882844264146526,[1.]
19,3,9,10000,1.2,1,0.4143608680730563,0.8573753367790369,0.882844264146526,[1.]
19,4,9,10000,1.2,1,0.4143608680730563,0.8573753367790369,0.882844264146526,[1.]
19,5,9,10000,1.2,1,0.4143608680730563,0.8573753367790369,0.882844264146526,[1.]
19,6,9,10000,1.2,1,0.4143608680730563,0.8573753367790369,0.882844264146526,[1.]
19,7,9,10000,1.2,1,0.4143608680730563,0.8573753367790369,0.882844264146526,[1.]
19,8,9,10000,1.2,1,0.4143608680730563,0.8573753367790369,0.882844264146526,[1.]
19,9,9,10000,1.2,1,0.4143608680730563,0.8573753367790369,0.882844264146526,[1.]
19,10,9,10000,1.2,1,0.4143608680730563,0.8573753367790369,0.882844264146526,[1.]
20,1,9,10000,1.2,6,0.5787895006932983,0.8486197433506922,0.935940236774822,[0.00487147 0.5612331  0.18999835 0.06291866 0.11391906 0.06705937]
20,2,9,10000,1.2,6,0.5787895006932983,0.8486197433506922,0.935940236774822,[0.00487147 0.5612331  0.18999835 0.06291866 0.11391906 0.06705937]
20,3,9,10000,1.2,6,0.5787895006932983,0.8486197433506922,0.935940236774822,[0.00487147 0.5612331  0.18999835 0.06291866 0.11391906 0.06705937]
20,4,9,10000,1.2,6,0.5787895006932983,0.8486197433506922,0.935940236774822,[0.00487147 0.5612331  0.18999835 0.06291866 0.11391906 0.06705937]
20,5,9,10000,1.2,6,0.5787895006932983,0.8486197433506922,0.935940236774822,[0.00487147 0.5612331  0.18999835 0.06291866 0.11391906 0.06705937]
20,6,9,10000,1.2,6,0.5787895006932983,0.8486197433506922,0.935940236774822,[0.00487147 0.5612331  0.18999835 0.06291866 0.11391906 0.06705937]
20,7,9,10000,1.2,6,0.5787895006932983,0.8486197433506922,0.935940236774822,[0.00487147 0.5612331  0.18999835 0.06291866 0.11391906 0.06705937]
20,8,9,10000,1.2,6,0.5787895006932983,0.8486197433506922,0.935940236774822,[0.00487147 0.5612331  0.18999835 0.06291866 0.11391906 0.06705937]
20,9,9,10000,1.2,6,0.5787895006932983,0.8486197433506922,0.935940236774822,[0.00487147 0.5612331  0.18999835 0.06291866 0.11391906 0.06705937]
20,10,9,10000,1.2,6,0.5787895006932983,0.8486197433506922,0.935940236774822,[0.00487147 0.5612331  0.18999835 0.06291866 0.11391906 0.06705937]
21,1,9,10000,1.4,2,0.8465282430950238,0.3717442982194708,0.8227829690422017,[0.63218077 0.36781923]
21,2,9,10000,1.4,2,0.8465282430950238,0.3717442982194708,0.8227829690422017,[0.63218077 0.36781923]
21,3,9,10000,1.4,2,0.8465282430950238,0.3717442982194708,0.8227829690422017,[0.63218077 0.36781923]
21,4,9,10000,1.4,2,0.8465282430950238,0.3717442982194708,0.8227829690422017,[0.63218077 0.36781923]
21,5,9,10000,1.4,2,0.8465282430950238,0.3717442982194708,0.8227829690422017,[0.63218077 0.36781923]
21,6,9,10000,1.4,2,0.8465282430950238,0.3717442982194708,0.8227829690422017,[0.63218077 0.36781923]
21,7,9,10000,1.4,2,0.8465282430950238,0.3717442982194708,0.8227829690422017,[0.63218077 0.36781923]
21,8,9,10000,1.4,2,0.8465282430950238,0.3717442982194708,0.8227829690422017,[0.63218077 0.36781923]
21,9,9,10000,1.4,2,0.8465282430950238,0.3717442982194708,0.8227829690422017,[0.63218077 0.36781923]
21,10,9,10000,1.4,2,0.8465282430950238,0.3717442982194708,0.8227829690422017,[0.63218077 0.36781923]
22,1,9,10000,1.4,2,0.3292764291768781,0.9758514607403752,0.7900041942564102,[0.98688498 0.01311502]
22,2,9,10000,1.4,2,0.3292764291768781,0.9758514607403752,0.7900041942564102,[0.98688498 0.01311502]
22,3,9,10000,1.4,2,0.3292764291768781,0.9758514607403752,0.7900041942564102,[0.98688498 0.01311502]
22,4,9,10000,1.4,2,0.3292764291768781,0.9758514607403752,0.7900041942564102,[0.98688498 0.01311502]
22,5,9,10000,1.4,2,0.3292764291768781,0.9758514607403752,0.7900041942564102,[0.98688498 0.01311502]
22,6,9,10000,1.4,2,0.3292764291768781,0.9758514607403752,0.7900041942564102,[0.98688498 0.01311502]
22,7,9,10000,1.4,2,0.3292764291768781,0.9758514607403752,0.7900041942564102,[0.98688498 0.01311502]
22,8,9,10000,1.4,2,0.3292764291768781,0.9758514607403752,0.7900041942564102,[0.98688498 0.01311502]
22,9,9,10000,1.4,2,0.3292764291768781,0.9758514607403752,0.7900041942564102,[0.98688498 0.01311502]
22,10,9,10000,1.4,2,0.3292764291768781,0.9758514607403752,0.7900041942564102,[0.98688498 0.01311502]
23,1,9,10000,1.4,2,0.1274740104891181,0.9252598396415822,0.8599729932677578,[0.43005647 0.56994353]
23,2,9,10000,1.4,2,0.1274740104891181,0.9252598396415822,0.8599729932677578,[0.43005647 0.56994353]
23,3,9,10000,1.4,2,0.1274740104891181,0.9252598396415822,0.8599729932677578,[0.43005647 0.56994353]
23,4,9,10000,1.4,2,0.1274740104891181,0.9252598396415822,0.8599729932677578,[0.43005647 0.56994353]
23,5,9,10000,1.4,2,0.1274740104891181,0.9252598396415822,0.8599729932677578,[0.43005647 0.56994353]
23,6,9,10000,1.4,2,0.1274740104891181,0.9252598396415822,0.8599729932677578,[0.43005647 0.56994353]
23,7,9,10000,1.4,2,0.1274740104891181,0.9252598396415822,0.8599729932677578,[0.43005647 0.56994353]
