f,d,N,pi_s,K,theta,w_p,w_e,v
28,9,10000,1.4,2,0.8553778791825274,0.9648862492802059,0.7962138258625595,[0.52985043 0.47014957]
29,9,10000,1.4,2,0.09994698538672231,0.03126100808828582,0.8278950551022146,[0.62061131 0.37938869]
30,9,10000,1.4,6,0.6722869565717625,0.23780791266494,0.8959427296746527,[0.13981929 0.08534734 0.34849331 0.01092438 0.35312784 0.06228784]
31,9,10000,1.6,2,0.826714731877185,0.37898070265936273,0.9111418106362801,[0.2636279 0.7363721]
32,9,10000,1.6,6,0.49428412044767056,0.7936156225707437,0.8737125825360873,[0.80553556 0.04744269 0.01412854 0.10649466 0.01780613 0.00859241]
33,9,10000,1.6,6,0.36564756731944703,0.09532914830907831,0.8756431091098683,[0.21525481 0.09654544 0.06138336 0.38509855 0.13075737 0.11096046]
34,9,10000,1.6,6,0.729967508908826,0.1945019516098612,0.8737535851654126,[0.13987037 0.24704511 0.08165007 0.32665046 0.16716702 0.03761697]
35,9,10000,1.6,2,0.1476144377977865,0.5019253839850748,0.8854850805436165,[0.44174171 0.55825829]
36,9,10000,1.6,1,0.2263104156649074,0.45693273302650445,0.9194337891409321,[1.]
37,9,10000,1.6,1,0.9710694874867025,0.3535845691347268,0.8105109713197722,[1.]
38,9,10000,1.6,2,0.9015491945237025,0.060989113328587384,0.836258028724252,[0.9795265 0.0204735]
39,9,10000,1.6,2,0.6976432190966396,0.3516454669570275,0.8205064343117748,[0.81218278 0.18781722]
40,9,10000,1.6,1,0.04872316525807807,0.6952926762796192,0.9038620337520185,[1.]
41,9,10000,1.8,4,0.13860702603395403,0.3368815156473517,0.7967894124332091,[0.33898509 0.03674365 0.00895361 0.61531765]
42,9,10000,1.8,1,0.7451352084803813,0.95648741125365,0.7897043676768887,[1.]
43,9,10000,1.8,4,0.03162691514850191,0.5623417900591181,0.8893776636961441,[0.12901034 0.05516239 0.21571261 0.60011466]
44,9,10000,1.8,4,0.003940358351445905,0.9489911237029794,0.7929893863089821,[0.09164739 0.08247075 0.57019118 0.25569068]
45,9,10000,1.8,6,0.1757753050122285,0.9725652829247883,0.8525946445493896,[0.01366531 0.17510934 0.03452839 0.04987346 0.37504428 0.35177921]
46,9,10000,1.8,1,0.36860298932139246,0.02362880418019734,0.7933008111412114,[1.]
47,9,10000,1.8,6,0.7023365299373516,0.5553161901434706,0.8742777893755228,[0.11966156 0.16867186 0.06800667 0.54671284 0.07069278 0.02625429]
48,9,10000,1.8,4,0.051971189612957325,0.9097087232828099,0.753702121840704,[0.09147762 0.16190868 0.13817107 0.60844262]
49,9,10000,1.8,1,0.4687926422394342,0.7047307482487308,0.8322495002244957,[1.]
50,9,10000,1.8,4,0.6160140775957015,0.8573212345061886,0.8760780216969996,[0.32572497 0.37063952 0.06588953 0.23774597]
51,10,10000,1.0,5,0.3113820377559613,0.15634611023259012,0.8869108425990195,[0.02907483 0.06273427 0.54877817 0.03870027 0.32071245]
52,10,10000,1.0,5,0.4806772275902301,0.2987100541308189,0.7616127538256127,[0.43847933 0.09600002 0.25593725 0.20041496 0.00916844]
53,10,10000,1.0,7,0.9814270358209376,0.1831798289795821,0.8663905614074807,"[0.01180689 0.24233965 0.02289569 0.24161794 0.15857487 0.07251857
 0.25024639]"
54,10,10000,1.0,2,0.3966595139170015,0.6329518963480304,0.9409450189120303,[0.25679542 0.74320458]
55,10,10000,1.0,7,0.9767798379060068,0.17597036840139363,0.7882464454048174,"[0.04878527 0.00819538 0.11392724 0.03103254 0.47708827 0.18900741
 0.13196388]"
56,10,10000,1.0,7,0.7847031461484173,0.6051848789448369,0.9127858420999483,"[0.36131375 0.08771094 0.05998573 0.10532313 0.1934631  0.0123879
 0.17981545]"
57,10,10000,1.0,5,0.009121675443660937,0.5871146309454482,0.9153936029767745,[0.31149537 0.04715575 0.38730525 0.25234528 0.00169835]
58,10,10000,1.0,1,0.31140182735623956,0.025004832130555155,0.9131751037685947,[1.]
59,10,10000,1.0,7,0.3856437149345897,0.89849914554289,0.752750559872239,"[0.08811942 0.15771417 0.15841133 0.00188161 0.15571485 0.13899434
 0.29916428]"
60,10,10000,1.0,2,0.11772867063356107,0.6491013151492401,0.9485704902288264,[0.97027321 0.02972679]
61,10,10000,1.2,1,0.4414004409214102,0.9882975085094714,0.8771327513876821,[1.]
62,10,10000,1.2,7,0.7375812398628047,0.16491835517686082,0.8057288503079353,"[0.33848937 0.00300895 0.07461993 0.06338388 0.1399544  0.37376736
 0.00677611]"
63,10,10000,1.2,1,0.8052903139586,0.949757395171985,0.7747899329727724,[1.]
64,10,10000,1.2,1,0.043952104115617674,0.8950790888158024,0.8526529751950792,[1.]
65,10,10000,1.2,2,0.43893102314009036,0.3802924248995764,0.8568523806360951,[0.37252156 0.62747844]
66,10,10000,1.2,1,0.04816887304787465,0.266523282551012,0.8973282652118905,[1.]
67,10,10000,1.2,7,0.9597437214924531,0.7939504889706657,0.7994998554591324,"[0.07494368 0.20447043 0.19517568 0.25931145 0.05990284 0.0665653
 0.13963063]"
68,10,10000,1.2,1,0.7296708640430385,0.7628826654370117,0.7645716318221997,[1.]
69,10,10000,1.2,2,0.9713021065655622,0.0741418391741691,0.8489305112999896,[0.7332006 0.2667994]
70,10,10000,1.2,2,0.926772113132449,0.7831435266481694,0.8522541771378556,[0.45573182 0.54426818]
71,10,10000,1.4,1,0.9256516567030437,0.8528966774821539,0.8834858817118177,[1.]
72,10,10000,1.4,5,0.964768077447451,0.16661392429931693,0.904936211916218,[0.61875699 0.1708853  0.06727525 0.03222204 0.11086043]
73,10,10000,1.4,2,0.6239897396119995,0.7799083024722391,0.758502919377776,[0.6143033 0.3856967]
74,10,10000,1.4,1,0.3373176850609705,0.01876564414071292,0.9140359848966163,[1.]
75,10,10000,1.4,1,0.3111670167547642,0.5918558299943493,0.9354348101732993,[1.]
76,10,10000,1.4,7,0.8088240772605331,0.34520771085537705,0.8904122240487857,"[0.08152658 0.15286528 0.02552074 0.08614222 0.3285214  0.05818259
 0.2672412 ]"
77,10,10000,1.4,1,0.34444431671095854,0.789529345943149,0.8576104117300841,[1.]
78,10,10000,1.4,2,0.48560927372339024,0.9780125155037017,0.7952064383577633,[0.68102329 0.31897671]
79,10,10000,1.4,5,0.4268786651336943,0.20797046168157923,0.9112762030283558,[0.49377937 0.0885821  0.03305384 0.01367362 0.37091107]
80,10,10000,1.4,5,0.37255350275072585,0.29831408790539543,0.8575591244069751,[0.02266548 0.19833381 0.27245382 0.43938182 0.06716506]
81,10,10000,1.6,5,0.749875428562365,0.7654972323828353,0.9196443004083542,[0.14843144 0.14848312 0.02991065 0.66146881 0.01170598]
82,10,10000,1.6,7,0.593783980933842,0.271030648422545,0.8698362098567154,"[0.03412653 0.45515477 0.00654611 0.08378257 0.01280846 0.31853463
 0.08904693]"
83,10,10000,1.6,5,0.9926135167234994,0.02504854274615402,0.9112881600637238,[0.30401823 0.05638563 0.16160645 0.02539169 0.45259801]
84,10,10000,1.6,5,0.30845717901845005,0.8221056230199743,0.9367047577320549,[0.02950697 0.05395847 0.05887652 0.56301219 0.29464584]
85,10,10000,1.6,5,0.07866179186679079,0.044527696552968,0.7933234613494156,[0.50986577 0.01728909 0.06928631 0.1129408  0.29061803]
86,10,10000,1.6,5,0.27790860673205664,0.6413745902721706,0.8856784777141036,[0.56983649 0.04912567 0.17772302 0.07747987 0.12583495]
87,10,10000,1.6,5,0.7422723223581448,0.2597776451603104,0.9051225882528997,[0.03127    0.01459998 0.31290633 0.32672706 0.31449663]
88,10,10000,1.6,7,0.4165367313756635,0.22638573327330183,0.8002910896227033,"[0.11682241 0.50281215 0.04258332 0.03513565 0.1422198  0.00427671
 0.15614997]"
89,10,10000,1.6,1,0.14458040983956222,0.42973736234376636,0.8350894448771404,[1.]
90,10,10000,1.6,7,0.051097068401403045,0.7904010968534316,0.7535847741160412,"[0.22115506 0.03527692 0.15685636 0.03702901 0.18184594 0.23510745
 0.13272927]"
91,10,10000,1.8,5,0.9869803218883633,0.42653006941795885,0.9238193395533664,[0.14583087 0.20868474 0.26156027 0.28339473 0.10052939]
92,10,10000,1.8,2,0.2469984472778326,0.21398201852398827,0.839388824593654,[0.08112293 0.91887707]
93,10,10000,1.8,1,0.21286781986510783,0.7555218874142672,0.8440424026246386,[1.]
94,10,10000,1.8,7,0.06214614484079495,0.9219878931320825,0.9439791185034916,"[0.1031955  0.32931856 0.04354471 0.02310022 0.21052411 0.26762358
 0.02269333]"
95,10,10000,1.8,1,0.8167045209346154,0.3793483710088058,0.9032586546289096,[1.]
96,10,10000,1.8,1,0.8458537960650392,0.8271334436309372,0.8347269040754263,[1.]
97,10,10000,1.8,1,0.4897370983844809,0.12177906897429482,0.8834228871351739,[1.]
98,10,10000,1.8,2,0.27035588593362536,0.12393546663376133,0.9408657331911907,[7.86089882e-04 9.99213910e-01]
99,10,10000,1.8,5,0.912818459207996,0.044294333528419584,0.9317926102114229,[0.543831   0.05571151 0.05265515 0.08241636 0.26538598]
100,10,10000,1.8,7,0.5510730584305655,0.7576886041548506,0.7751999223094457,"[0.01770656 0.26808134 0.11641747 0.19645092 0.032629   0.07194845
 0.29676627]"
101,10,20000,1.0,2,0.13641185730134686,0.9714038395163344,0.8863315492570526,[0.77575686 0.22424314]
102,10,20000,1.0,2,0.7393317915411828,0.11444908338504864,0.8531665292649689,[0.64828954 0.35171046]
103,10,20000,1.0,2,0.21261288584765348,0.8502977437740878,0.8359635189382169,[0.32850706 0.67149294]
104,10,20000,1.0,7,0.04290152294300065,0.25030153820844625,0.9003523445080502,"[0.06655272 0.18824853 0.02262856 0.17867988 0.11627371 0.1821495
 0.2454671 ]"
105,10,20000,1.0,1,0.2675876746321608,0.18238865302879467,0.844272257628463,[1.]
106,10,20000,1.0,2,0.4445306840376846,0.7103738560597377,0.9485631161867591,[0.64450513 0.35549487]
107,10,20000,1.0,7,0.26105662293553944,0.14171139011171316,0.8159059013066076,"[0.00353688 0.23889034 0.17890596 0.24119119 0.14871001 0.04033351
 0.1484321 ]"
108,10,20000,1.0,7,0.2944075112873201,0.5674899867893707,0.9426279377950845,"[0.18703905 0.17099693 0.10983579 0.01138425 0.08368629 0.0564264
 0.38063128]"
109,10,20000,1.0,7,0.025807932724205673,0.028502622694168173,0.775862514867892,"[0.39918462 0.05793085 0.1279651  0.15982401 0.18548829 0.02500543
 0.04460169]"
110,10,20000,1.0,5,0.7799180039482485,0.7973728174427519,0.8800280540704288,"[2.92031369e-04 3.15642155e-01 1.93177304e-01 2.45558563e-01
 2.45329946e-01]"
111,10,20000,1.2,5,0.0247742567260818,0.7191439437100633,0.8616593227229382,[0.16716063 0.07446409 0.63102495 0.04926842 0.07808192]
112,10,20000,1.2,2,0.9366873947165688,0.15217938199643533,0.938923961844842,[0.6688069 0.3311931]
113,10,20000,1.2,5,0.3338213232522128,0.09404470294068877,0.7752245567773741,[0.00317388 0.05322486 0.46715758 0.20515092 0.27129276]
114,10,20000,1.2,2,0.6936804433549021,0.8081959618758281,0.8399482777455317,[0.32939702 0.67060298]
115,10,20000,1.2,5,0.35904498135672125,0.0758397979689569,0.8196492852886498,[0.08564448 0.1545204  0.49671838 0.09803249 0.16508425]
116,10,20000,1.2,2,0.47634558675540417,0.10389825649309364,0.9205624296316319,[0.2383039 0.7616961]
117,10,20000,1.2,1,0.09046241653513576,0.16182404625702265,0.8381409734947448,[1.]
118,10,20000,1.2,2,0.8555272123095105,0.7399197087372721,0.9422740004788053,[0.49512869 0.50487131]
119,10,20000,1.2,5,0.3175017901585381,0.567150423277075,0.8809571380095597,[0.07638837 0.11085287 0.16834132 0.13936726 0.50505018]
120,10,20000,1.2,7,0.9246635143086637,0.8178601172327999,0.8141179880816992,"[0.1207196  0.17073416 0.07973786 0.18920034 0.16399188 0.14035713
 0.13525904]"
121,10,20000,1.4,5,0.5159861014270685,0.8319718497534881,0.8425900799337072,[0.25870353 0.00240774 0.15957573 0.12262277 0.45669022]
122,10,20000,1.4,7,0.213977679379865,0.8911047708693995,0.9306289208396601,"[0.03931378 0.17892866 0.42353087 0.05424783 0.0858592  0.14839592
 0.06972375]"
123,10,20000,1.4,5,0.3505359040065096,0.819828526736325,0.9353803212407513,[0.14334272 0.09989989 0.01088286 0.42255912 0.32331541]
124,10,20000,1.4,5,0.7620083868826013,0.37415672571220393,0.8229419031229063,[0.03206788 0.07406523 0.57762681 0.02585589 0.29038419]
125,10,20000,1.4,5,0.7351504579785321,0.37555470058122264,0.8667470434263786,[0.01964971 0.29058499 0.05455647 0.09812912 0.53707972]
126,10,20000,1.4,2,0.4923114098026675,0.12917264936227996,0.8828195493481605,[0.06471067 0.93528933]
127,10,20000,1.4,1,0.1012798699627252,0.44529061519043406,0.7735118782317546,[1.]
128,10,20000,1.4,7,0.9376644076300741,0.5540178680139508,0.8348506224800293,"[0.10537594 0.24563269 0.19905707 0.09676561 0.0371838  0.04912976
 0.26685512]"
129,10,20000,1.4,5,0.5722722621942917,0.4054553024814496,0.9426900026664374,[0.32364078 0.06329105 0.40247761 0.17262107 0.0379695 ]
130,10,20000,1.4,7,0.24012828387197505,0.7970659648429532,0.8558616397954331,"[0.09548693 0.19688667 0.22396209 0.05587743 0.0970346  0.18103853
 0.14971376]"
131,10,20000,1.6,1,0.7066806150832949,0.8757561244988882,0.90887932148474,[1.]
132,10,20000,1.6,1,0.5788613979526984,0.32812593736560636,0.9114705175781527,[1.]
133,10,20000,1.6,5,0.10909982306225785,0.9140875015960442,0.9308991937631124,[0.11713726 0.16681696 0.13277537 0.43392603 0.14934438]
134,10,20000,1.6,7,0.7673956270645426,0.9465672839537205,0.8333501767636093,"[0.04654751 0.00684363 0.10964038 0.14393702 0.59116837 0.02707466
 0.07478843]"
135,10,20000,1.6,1,0.1827065622148325,0.1976708844002586,0.9346829717620211,[1.]
136,10,20000,1.6,2,0.6785480712039325,0.6638571260242325,0.9131205132989823,[0.24323193 0.75676807]
137,10,20000,1.6,7,0.11732828551716601,0.1751195044876916,0.8480997251065737,"[0.05915821 0.00434699 0.04174272 0.01163324 0.25598317 0.11688603
 0.51024965]"
138,10,20000,1.6,5,0.38277405155015,0.2375068558989307,0.8233572039876492,[0.15485345 0.29692204 0.17787614 0.29618038 0.07416799]
139,10,20000,1.6,5,0.3716361749244753,0.5585871613955963,0.9418529007334528,[0.0843001  0.41677053 0.20778356 0.25177995 0.03936586]
140,10,20000,1.6,7,0.515578383097086,0.5650152226116066,0.9356541063295687,"[0.10753713 0.34580314 0.01812945 0.06774764 0.02091487 0.01153281
 0.42833497]"
141,10,20000,1.8,2,0.3649182725885557,0.579496118263803,0.8716166503749568,[0.58543054 0.41456946]
142,10,20000,1.8,5,0.6615644221095015,0.3787125865793709,0.8994090183892534,[0.21420741 0.3777185  0.01591898 0.35922664 0.03292847]
143,10,20000,1.8,2,0.9692818066084339,0.8823363061234214,0.8568927554423506,[0.84747879 0.15252121]
144,10,20000,1.8,1,0.24748017855644056,0.33159907641413044,0.9368000163800978,[1.]
145,10,20000,1.8,1,0.8596078313530595,0.5523415006185834,0.8839938961476845,[1.]
146,10,20000,1.8,5,0.31497189260422953,0.6965591690949233,0.7691865481083393,[0.11541022 0.11721339 0.20230016 0.56153816 0.00353807]
147,10,20000,1.8,7,0.42420710811716866,0.9586965281970129,0.8115198958793904,"[0.10511344 0.12178968 0.01421398 0.12187    0.2055382  0.41726815
 0.01420655]"
148,10,20000,1.8,7,0.5828360796560299,0.48865905499021534,0.8100370954879951,"[0.29769761 0.35538012 0.02203229 0.01865741 0.06649322 0.03334904
 0.20639031]"
149,10,20000,1.8,1,0.03627836585991118,0.3236429885792259,0.8198257486755902,[1.]
150,10,20000,1.8,1,0.6490693088990092,0.4824701609206712,0.9203330657224459,[1.]
151,11,10000,1.0,8,0.8178925891340535,0.412223706168585,0.8325268647419302,"[0.15877394 0.02093878 0.16910413 0.05327339 0.02696665 0.05611712
 0.34540518 0.16942079]"
152,11,10000,1.0,5,0.3846265331097247,0.01820294465489264,0.867750868865579,[0.18312006 0.02822249 0.04584473 0.58937069 0.15344203]
153,11,10000,1.0,2,0.3225356195833108,0.7391390003222782,0.7874104153460174,[0.87883564 0.12116436]
154,11,10000,1.0,8,0.539566558598409,0.773568668554551,0.7967580620139545,"[0.19052238 0.0717329  0.11078008 0.19687206 0.00472604 0.10725521
 0.14485669 0.17325463]"
155,11,10000,1.0,1,0.17740457167678814,0.06507900955043733,0.9460104479273249,[1.]
156,11,10000,1.0,1,0.5332596092052093,0.5393019404032938,0.8828612821125279,[1.]
157,11,10000,1.0,2,0.5656347925684503,0.012761069979441353,0.7875268121062861,[0.30344525 0.69655475]
158,11,10000,1.0,5,0.9995494303076533,0.1777144174144575,0.9146988063328629,[0.01273702 0.0753121  0.29747908 0.17063098 0.44384081]
159,11,10000,1.0,2,0.5812581571157163,0.46548915269226265,0.8519715104937795,[0.32946951 0.67053049]
160,11,10000,1.0,2,0.9074946878510138,0.5162108868624455,0.7532259018060743,[0.01256783 0.98743217]
161,11,10000,1.2,2,0.43182223957106836,0.9199379978542503,0.7916583730470642,[0.2134108 0.7865892]
162,11,10000,1.2,2,0.4504265654644112,0.520286406102578,0.8791215940074791,[0.69393153 0.30606847]
163,11,10000,1.2,8,0.779965231037536,0.1084765562797684,0.8578588672291293,"[0.00620885 0.0836064  0.11229958 0.17082968 0.33853166 0.06365404
 0.19262869 0.03224109]"
164,11,10000,1.2,2,0.2988588917870242,0.019481532058257645,0.9277949130839611,[0.86395349 0.13604651]
165,11,10000,1.2,1,0.3593593651215917,0.0368960543940661,0.9337802814351217,[1.]
166,11,10000,1.2,1,0.3099861808404153,0.8012662991575893,0.9223749166035109,[1.]
167,11,10000,1.2,8,0.35895500021518045,0.9635711934021959,0.8124410566590525,"[0.09483698 0.48810984 0.05176712 0.02058469 0.13094716 0.1914992
 0.00962865 0.01262637]"
168,11,10000,1.2,2,0.07985716357797734,0.14440235488263342,0.7797144746907038,[0.88421603 0.11578397]
169,11,10000,1.2,2,0.9848808128621258,0.8690065168072536,0.7662018976658864,[0.62503461 0.37496539]
170,11,10000,1.2,2,0.20568467030573379,0.2316223429531335,0.9141215854356916,[0.84650851 0.15349149]
171,11,10000,1.4,5,0.016464490625903605,0.3484040129048775,0.7670088246524809,[0.23261428 0.16432717 0.21297006 0.26301556 0.12707293]
172,11,10000,1.4,5,0.2670188034049098,0.5473824322937152,0.8696755236080416,[0.11374438 0.0832582  0.25918633 0.47782315 0.06598794]
173,11,10000,1.4,1,0.926754806911366,0.2856223487066661,0.8094927833770491,[1.]
174,11,10000,1.4,1,0.13221971794318454,0.5176165040322287,0.8345712785153852,[1.]
175,11,10000,1.4,2,0.8877214176359973,0.8736292413655965,0.7944991851798955,[0.70082819 0.29917181]
176,11,10000,1.4,1,0.1864831382677311,0.8187261117148654,0.9102715981945997,[1.]
177,11,10000,1.4,5,0.3265209673883551,0.9827694586198672,0.9066180668509685,[0.11348751 0.01348401 0.10187886 0.33810714 0.43304247]
178,11,10000,1.4,2,0.39935667914129847,0.6060907847629803,0.7607427200995912,[0.50955859 0.49044141]
179,11,10000,1.4,2,0.40406754657394495,0.09242117036106128,0.9401698563143583,[0.36843439 0.63156561]
180,11,10000,1.4,5,0.7372389520358897,0.7803338472896182,0.8423716219543239,[0.17237829 0.12920014 0.18537681 0.47849072 0.03455405]
181,11,10000,1.6,8,0.6814879593110099,0.7754460076382127,0.7802969990721818,"[0.03177218 0.07225199 0.39595279 0.04970487 0.309951   0.07670795
 0.04764418 0.01601505]"
182,11,10000,1.6,2,0.22514502880518128,0.30258440785995616,0.8131320408794528,[0.1549305 0.8450695]
183,11,10000,1.6,1,0.3123633075076,0.6569056671744979,0.8071636712254129,[1.]
184,11,10000,1.6,5,0.5395993775054035,0.7819645435052176,0.8351275261921467,[0.00305139 0.74094201 0.10198875 0.13245012 0.02156773]
185,11,10000,1.6,5,0.5323368492469375,0.743244473746211,0.8668001351479617,[0.02994769 0.39875769 0.3762391  0.09062307 0.10443244]
186,11,10000,1.6,8,0.1926248591699996,0.3039062034807429,0.9212291267742666,"[0.17374733 0.02009399 0.06201795 0.30672457 0.20557358 0.01784437
 0.12491541 0.08908281]"
187,11,10000,1.6,5,0.28605269513099585,0.7671192736420037,0.7530618108138479,[0.33347935 0.29536359 0.31693784 0.01444021 0.03977901]
188,11,10000,1.6,5,0.8720592239997063,0.7186777548363894,0.9398520450720489,[0.00794443 0.10091682 0.14219564 0.6159895  0.13295361]
189,11,10000,1.6,5,0.6129525439642055,0.8590957708353844,0.8097767527953559,[0.57202065 0.12744184 0.08224665 0.0095943  0.20869655]
190,11,10000,1.6,8,0.3017596044790597,0.255717999733352,0.8869740952599056,"[0.12508146 0.07483989 0.40864536 0.12664215 0.11360694 0.04044481
 0.07177403 0.03896536]"
191,11,10000,1.8,1,0.4790848207152679,0.5651192083476638,0.9032459582432584,[1.]
192,11,10000,1.8,2,0.3394897259417895,0.13383355439117356,0.8333355535909446,[0.93383253 0.06616747]
193,11,10000,1.8,8,0.3519371869543878,0.9282779819275401,0.8247223097166907,"[0.01734236 0.13524017 0.01780969 0.12744349 0.06845256 0.04909309
 0.53381665 0.05080199]"
194,11,10000,1.8,5,0.2855086108438083,0.6521846558588562,0.7770417514342558,[0.07218709 0.52525467 0.2600997  0.00830977 0.13414877]
195,11,10000,1.8,5,0.028112828881439733,0.16823827292638557,0.7907894136598662,"[5.88990922e-01 5.45909786e-05 1.26053568e-01 1.37927074e-02
 2.71108212e-01]"
196,11,10000,1.8,2,0.2552092081368027,0.41843204403594186,0.9261164493898854,[0.4018068 0.5981932]
197,11,10000,1.8,2,0.38118232847945555,0.16200049510911665,0.8337932593681296,[0.98135647 0.01864353]
198,11,10000,1.8,8,0.3551860040181585,0.3752525746658653,0.8621020453951534,"[0.08969883 0.00407999 0.17421226 0.0484726  0.16113655 0.12813512
 0.03884197 0.35542268]"
199,11,10000,1.8,5,0.7726006266349273,0.14973510520054006,0.8740440467568764,[0.19715132 0.04213537 0.34079585 0.1126775  0.30723996]
200,11,10000,1.8,8,0.8896856432438424,0.6438917609143509,0.9333850267803194,"[0.15738847 0.18641374 0.02938426 0.06961357 0.06028173 0.26672366
 0.21703317 0.01316139]"
201,11,20000,1.0,1,0.5596190765386979,0.11777401689053411,0.7945700791678333,[1.]
202,11,20000,1.0,5,0.8911511741311963,0.13249370555358692,0.8454662767626347,[0.24828828 0.30679533 0.12843472 0.21765882 0.09882285]
203,11,20000,1.0,8,0.4024731331686652,0.7739874286049866,0.7667295248949326,"[0.05410112 0.06884652 0.15011715 0.10232455 0.05828347 0.28678569
 0.10282753 0.17671398]"
204,11,20000,1.0,8,0.9006280074376565,0.41866701444815607,0.8383038978241749,"[0.61327368 0.06505123 0.0940953  0.00835757 0.02286849 0.14951326
 0.01753391 0.02930656]"
205,11,20000,1.0,2,0.44112298829624264,0.32099648635754197,0.7860301615644111,[0.94548498 0.05451502]
206,11,20000,1.0,2,0.947858470124195,0.046683493261609935,0.7574893171494508,[0.34582843 0.65417157]
207,11,20000,1.0,1,0.8410730728967502,0.2892478468035075,0.9300014066291714,[1.]
208,11,20000,1.0,2,0.4366141357908334,0.5109426930795565,0.8681058657770103,[0.39173115 0.60826885]
209,11,20000,1.0,2,0.8308102216101607,0.8282483930925766,0.8740486199609572,[0.74174086 0.25825914]
210,11,20000,1.0,5,0.8030899370090916,0.9687660232727896,0.9490543633288245,[0.15369527 0.16060251 0.30392324 0.26547517 0.11630382]
211,11,20000,1.2,1,0.950701295586994,0.12872147606176787,0.7696792093041903,[1.]
212,11,20000,1.2,5,0.20997444110555785,0.4016033358942692,0.8773047673583281,[0.01890535 0.52660607 0.21403452 0.01129556 0.22915851]
213,11,20000,1.2,1,0.04594146004354693,0.4766568804084037,0.7994342707830672,[1.]
214,11,20000,1.2,2,0.9178357068633948,0.03155899327878206,0.8699805807261501,[0.7368197 0.2631803]
215,11,20000,1.2,2,0.853736175573369,0.9321323910905323,0.877913330525452,[0.85476024 0.14523976]
216,11,20000,1.2,5,0.8690296043724791,0.5887967194233851,0.8249215474176312,[0.31815821 0.05990557 0.40320964 0.20959493 0.00913165]
217,11,20000,1.2,1,0.7306454003247328,0.5617543044836821,0.8046244141744031,[1.]
218,11,20000,1.2,2,0.06792150955180998,0.38779610348498694,0.8272765664367714,[0.26957818 0.73042182]
219,11,20000,1.2,2,0.14336535649454185,0.23699703386958793,0.9066560983388576,[0.28518122 0.71481878]
