f,d,N,pi_s,K,theta,w_p,w_e,v
132,10,20000,1.6,1,0.20970776473222097,0.3408057961252158,0.8884930507238109,[1.]
133,10,20000,1.6,7,0.40521483129969893,0.08326654215181221,0.9226103756167738,"[0.03986347 0.06009819 0.0046432  0.06944328 0.52086395 0.22948605
 0.07560187]"
134,10,20000,1.6,7,0.1297853381885299,0.2862516361836928,0.8834423662543368,"[0.02859312 0.33864785 0.15493824 0.03936925 0.04536294 0.12219068
 0.27089791]"
135,10,20000,1.6,7,0.46146347656342634,0.9209845332777007,0.9338559556734141,"[0.0236249  0.20462868 0.25361851 0.0855179  0.20696853 0.22528783
 0.00035365]"
136,10,20000,1.6,7,0.9459529080544148,0.7660668815254111,0.942300670971135,"[0.12772577 0.0090641  0.21349096 0.28721901 0.0395607  0.10223994
 0.22069952]"
137,10,20000,1.6,2,0.07026792249657354,0.9585951240770555,0.8096600523612489,[0.60515772 0.39484228]
138,10,20000,1.6,2,0.5935015431910822,0.6154048801734173,0.9045580215446531,[0.87784488 0.12215512]
139,10,20000,1.6,2,0.5781525153344453,0.15455894968107314,0.8024458248272054,[0.23587683 0.76412317]
140,10,20000,1.6,2,0.09021814517358562,0.24631105680959958,0.8060673836352494,[0.76828899 0.23171101]
141,10,20000,1.8,7,0.20036396313913118,0.5476920828372883,0.8711899503631412,"[0.2329963  0.07133764 0.06498466 0.36838501 0.166017   0.04215791
 0.05412148]"
142,10,20000,1.8,5,0.6643381515395266,0.5275130827872252,0.882111585313402,[0.10483325 0.43193041 0.14244456 0.12841948 0.19237231]
143,10,20000,1.8,7,0.49261569078084644,0.26737717748956363,0.8407717297366325,"[0.14954493 0.17000993 0.06891862 0.09338244 0.21268882 0.05237096
 0.25308431]"
144,10,20000,1.8,5,0.17375572354339053,0.46644887772610943,0.793739852134534,[0.09584506 0.00478465 0.70010382 0.05206787 0.1471986 ]
145,10,20000,1.8,7,0.2101626409795907,0.46618135348883466,0.8295341450581928,"[0.00819626 0.19499624 0.03782279 0.1000183  0.05801087 0.0374203
 0.56353524]"
146,10,20000,1.8,2,0.7942225011265662,0.3901144729025717,0.8116623537600932,[0.35769822 0.64230178]
147,10,20000,1.8,5,0.7120049891298953,0.28625019426137743,0.8628161892315972,[0.06721694 0.44721654 0.24812777 0.04771853 0.18972022]
148,10,20000,1.8,1,0.28121215603328176,0.23176650948568023,0.9144589762884479,[1.]
149,10,20000,1.8,5,0.15980163573655104,0.23922947867237082,0.8882681991598534,[0.21381258 0.06647393 0.15713975 0.0354903  0.52708344]
150,10,20000,1.8,7,0.5963148810361794,0.10423120788681887,0.9237526720914948,"[0.02983101 0.10997704 0.49944543 0.071587   0.0737806  0.10878578
 0.10659315]"
151,11,10000,1.0,5,0.8647245148168234,0.7157001884000289,0.885045709101201,[0.19808727 0.10398124 0.31344353 0.15303962 0.23144833]
152,11,10000,1.0,2,0.838579326609295,0.8985133449807264,0.7831100152259224,[0.44555159 0.55444841]
153,11,10000,1.0,8,0.0022529960037889207,0.05549631276829008,0.7683436841646745,"[0.21619194 0.00803276 0.1610606  0.11306794 0.00822496 0.03962104
 0.32107001 0.13273073]"
154,11,10000,1.0,8,0.8435994963362444,0.6615046314272366,0.8821847848652706,"[0.03301666 0.12793411 0.05122903 0.05221109 0.05644863 0.22236043
 0.23375563 0.22304442]"
155,11,10000,1.0,8,0.7022756114983325,0.17312636928393754,0.7877244514445746,"[0.06446041 0.18142933 0.14723147 0.30281585 0.03136818 0.0621313
 0.14145456 0.06910891]"
156,11,10000,1.0,1,0.7258755544289347,0.3298162214275962,0.8310757425892725,[1.]
157,11,10000,1.0,2,0.10670242707987432,0.5610720810711145,0.8026407826140798,[0.74137803 0.25862197]
158,11,10000,1.0,8,0.36051883949056474,0.49302632832925963,0.9325478676426401,"[0.06824642 0.10024114 0.14333109 0.19451392 0.09676663 0.07704334
 0.11405069 0.20580676]"
159,11,10000,1.0,8,0.035818938158482694,0.7121626414638299,0.8523288858620214,"[0.00569934 0.17292545 0.00554417 0.05954802 0.10261604 0.15498248
 0.40562388 0.09306062]"
160,11,10000,1.0,5,0.010165987411945188,0.7004870573188955,0.7525790005315058,[0.03779727 0.10059886 0.37718353 0.4296083  0.05481204]
161,11,10000,1.2,1,0.51504546411379,0.15775127632217695,0.7943902991508882,[1.]
162,11,10000,1.2,8,0.611514931943075,0.11155814939138071,0.8479187942373033,"[0.09851697 0.02954131 0.15342688 0.01478375 0.11195125 0.02388096
 0.02649341 0.54140547]"
163,11,10000,1.2,1,0.6757570746974212,0.7833888363357713,0.8667284734345262,[1.]
164,11,10000,1.2,5,0.43890994491991486,0.5045605485110014,0.783610374002251,[0.32406759 0.19896364 0.01441309 0.06355576 0.39899993]
165,11,10000,1.2,5,0.34403919145769557,0.5796652467745265,0.7864809726518234,[0.36237977 0.10332222 0.30968937 0.13191611 0.09269252]
166,11,10000,1.2,2,0.2981719081449786,0.06358887846307687,0.861244763075744,[0.77327272 0.22672728]
167,11,10000,1.2,8,0.8990671160609404,0.4596836541942555,0.8378296681835828,"[0.09151724 0.02943616 0.14713214 0.14418961 0.25290772 0.27577202
 0.02066568 0.03837942]"
168,11,10000,1.2,8,0.922807787633569,0.047860520599217485,0.7523348208192796,"[0.12078272 0.05693481 0.36710621 0.00268769 0.1307547  0.1249042
 0.03006067 0.16676899]"
169,11,10000,1.2,8,0.7224074730450712,0.105374341443701,0.9359036389590082,"[0.57330361 0.02608983 0.264982   0.03521965 0.0056695  0.01149806
 0.04962289 0.03361447]"
170,11,10000,1.2,2,0.736098084560612,0.402128517002803,0.7850607790127214,[0.4708501 0.5291499]
171,11,10000,1.4,8,0.7053348378486372,0.1502363118638467,0.7985755062855867,"[0.04031148 0.09060341 0.17477951 0.10551942 0.2261834  0.03703036
 0.26692803 0.05864439]"
172,11,10000,1.4,2,0.43702219379808094,0.1358955185377196,0.857268391669251,[0.63454214 0.36545786]
173,11,10000,1.4,8,0.12555430604683715,0.13476011549042077,0.7872831060175598,"[0.01059902 0.0851357  0.08756327 0.0797948  0.37330734 0.2265996
 0.07356705 0.06343323]"
174,11,10000,1.4,2,0.26668363164097253,0.6031135891088057,0.8532739401629568,[0.32815074 0.67184926]
175,11,10000,1.4,8,0.8695421603231697,0.7563925329130352,0.773816858199852,"[0.2517505  0.0361575  0.01712774 0.33530573 0.16832277 0.04881231
 0.08881211 0.05371135]"
176,11,10000,1.4,1,0.2613479247857323,0.787882657483523,0.9142156318215554,[1.]
177,11,10000,1.4,1,0.8717379454538524,0.4047167678145582,0.8015042028605552,[1.]
178,11,10000,1.4,2,0.2532481407085496,0.3986706624274929,0.8994469074854113,[0.72930377 0.27069623]
179,11,10000,1.4,2,0.8997864420447834,0.6138114128452684,0.9492021434164205,[0.2922465 0.7077535]
180,11,10000,1.4,2,0.2875692918862047,0.21248124075098093,0.9153866948383875,[0.84190952 0.15809048]
181,11,10000,1.6,1,0.9799697551517774,0.18328405090549174,0.8176613962826697,[1.]
182,11,10000,1.6,2,0.815702600293305,0.4843209216850592,0.7521188111136833,[0.84490342 0.15509658]
183,11,10000,1.6,5,0.8345804991491541,0.4464734754813918,0.8328218812140569,[0.49844173 0.27448708 0.0581534  0.10133873 0.06757906]
184,11,10000,1.6,8,0.8757666045711584,0.7545008599095829,0.7562338472366184,"[3.29463718e-01 1.78478473e-01 2.95659574e-05 2.40156247e-01
 5.77044889e-02 1.10768996e-02 3.83320919e-02 1.44758516e-01]"
185,11,10000,1.6,1,0.943908538524247,0.37134364321844104,0.8344089809200655,[1.]
186,11,10000,1.6,5,0.6637317806536246,0.7687500510377882,0.9484509202760043,[0.26058935 0.18752506 0.00821802 0.0300772  0.51359037]
187,11,10000,1.6,2,0.42634010432785097,0.5574537435691204,0.7717808614427518,[0.56346583 0.43653417]
188,11,10000,1.6,1,0.3309597366483018,0.017333718041489664,0.7534186777306081,[1.]
189,11,10000,1.6,5,0.8678335388450026,0.9256683964588996,0.782309309916965,[0.02321863 0.38062419 0.1828418  0.12940756 0.28390781]
190,11,10000,1.6,2,0.25356524467178176,0.4709640366753813,0.9045016475950642,[0.86723701 0.13276299]
191,11,10000,1.8,5,0.046991416975159406,0.7841094847751674,0.7836394995370284,[0.04458075 0.17960888 0.05821226 0.03401092 0.68358719]
192,11,10000,1.8,2,0.5625953431474884,0.8897766811859755,0.8238231564260049,[0.82425487 0.17574513]
193,11,10000,1.8,5,0.9954336765286059,0.11887269414053353,0.923029504381403,[0.10540517 0.36162008 0.06733161 0.2145792  0.25106393]
194,11,10000,1.8,2,0.8752790213017932,0.7692424212471042,0.9129493975826574,[0.32335012 0.67664988]
195,11,10000,1.8,8,0.5259426552449735,0.4323504096282979,0.9199709901040367,"[0.07153419 0.1759659  0.30281809 0.11432773 0.12240841 0.16861045
 0.02651775 0.01781747]"
196,11,10000,1.8,2,0.841859093679575,0.4697694653198183,0.8920716353215301,[0.83157916 0.16842084]
197,11,10000,1.8,2,0.20900347042462464,0.6556365100024336,0.8716877314311127,[0.91407052 0.08592948]
198,11,10000,1.8,8,0.23084794804939668,0.396632457544459,0.9499551141587045,"[0.19335766 0.02524643 0.35807148 0.01407409 0.15049763 0.1671497
 0.01517254 0.07643047]"
199,11,10000,1.8,5,0.04273102221094782,0.36359418055933357,0.8594912502659251,[0.2497594  0.12501144 0.45980728 0.14736417 0.01805771]
200,11,10000,1.8,5,0.6458533520061356,0.42850218388526934,0.8654838632141427,[0.163873   0.37147994 0.07501992 0.32844122 0.06118592]
201,11,20000,1.0,2,0.5491398032105702,0.9884535271303824,0.8151658948288611,[0.43492017 0.56507983]
202,11,20000,1.0,8,0.8200219177325656,0.8727631545856044,0.8813585317971545,"[0.06238132 0.21112297 0.34470601 0.08537546 0.05801432 0.01274977
 0.12944008 0.09621008]"
203,11,20000,1.0,8,0.2842886101591675,0.11090002088455687,0.8612640844827611,"[0.05889697 0.23237001 0.05700499 0.21366573 0.00591617 0.12177467
 0.09478474 0.21558673]"
204,11,20000,1.0,2,0.08867112161697155,0.7269020284961152,0.8730347764180599,[0.11485357 0.88514643]
205,11,20000,1.0,5,0.36274206014106214,0.97833199568731,0.7560763925284748,[0.324678   0.43238629 0.0646436  0.1006102  0.07768191]
206,11,20000,1.0,2,0.5067184474094856,0.5697022778033581,0.8318373409097106,[0.99668133 0.00331867]
207,11,20000,1.0,2,0.4983733134829359,0.3855799955029077,0.8690979021052223,[0.91256687 0.08743313]
208,11,20000,1.0,1,0.5679884255575708,0.31495212958704405,0.8434869675302321,[1.]
209,11,20000,1.0,5,0.4889473780640555,0.08086629108436456,0.8578841859705657,[0.09894774 0.01732222 0.67599903 0.03908927 0.16864175]
210,11,20000,1.0,8,0.9396398946078346,0.3334468455945578,0.7580201315899009,"[0.27866224 0.18543355 0.08975924 0.01595359 0.06170184 0.07565668
 0.11811866 0.17471421]"
211,11,20000,1.2,1,0.902165610501597,0.36400025958954735,0.9482725323548934,[1.]
212,11,20000,1.2,1,0.8686527874968717,0.9781593088421682,0.7618750645815049,[1.]
213,11,20000,1.2,5,0.5347918557591903,0.8563526887688344,0.8834584462265928,[0.09304324 0.16720734 0.0733375  0.18142773 0.48498419]
214,11,20000,1.2,5,0.7653597907836562,0.3497031490666019,0.811618680665244,[0.11223998 0.12799521 0.4071469  0.31647514 0.03614277]
215,11,20000,1.2,8,0.40587254586347155,0.06063566950605168,0.885007337085159,"[0.00261358 0.20421826 0.15128981 0.12653338 0.04231214 0.13395915
 0.16639751 0.17267618]"
